group_id,round_num,block_num,target,speaker_id,listener_id,selection,correct,parse_error
G16,24,4,page9-46,1,0,page9-46,True,False
G16,24,4,page9-46,1,2,page5-64,False,False
G16,25,4,page5-28,1,0,page5-63,False,False
G16,25,4,page5-28,1,2,page5-142,False,False
G16,26,4,page-B,1,0,page7-26,False,False
G16,26,4,page-B,1,2,page-B,True,False
G16,27,4,page7-255,1,0,page7-255,True,False
G16,27,4,page7-255,1,2,page7-255,True,False
G16,28,4,page3-35,1,0,page3-35,True,False
G16,28,4,page3-35,1,2,page9-7,False,False
G16,29,4,page7-107,1,0,page7-107,True,False
G16,29,4,page7-107,1,2,page7-107,True,False
G16,30,5,page7-255,2,0,page7-255,True,False
G16,30,5,page7-255,2,1,page3-193,False,False
G16,31,5,page9-46,2,0,page4-15,False,False
G16,31,5,page9-46,2,1,page5-142,False,False
G16,32,5,page-B,2,0,page5-64,False,False
G16,32,5,page-B,2,1,page-B,True,False
G16,33,5,page3-35,2,0,page3-35,True,False
G16,33,5,page3-35,2,1,page3-35,True,False
G16,34,5,page5-28,2,0,page3-35,False,False
G16,34,5,page5-28,2,1,page5-28,True,False
G16,35,5,page7-107,2,0,page9-46,False,False
G16,35,5,page7-107,2,1,page7-107,True,False
G17,0,0,page5-28,0,1,page3-121,False,False
G17,0,0,page5-28,0,2,page3-121,False,False
G17,1,0,page9-46,0,1,page7-255,False,False
G17,1,0,page9-46,0,2,page7-26,False,False
G17,2,0,page3-35,0,1,page3-35,True,False
G17,2,0,page3-35,0,2,page6-149,False,False
G17,3,0,page7-255,0,1,page4-157,False,False
G17,3,0,page7-255,0,2,page4-157,False,False
G17,4,0,page7-107,0,1,page5-63,False,False
G17,4,0,page7-107,0,2,page-B,False,False
G17,5,0,page-B,0,1,page9-7,False,False
G17,5,0,page-B,0,2,page5-142,False,False
G17,6,1,page7-255,1,0,page4-15,False,False
G17,6,1,page7-255,1,2,page4-157,False,False
G17,7,1,page-B,1,0,page9-7,False,False
G17,7,1,page-B,1,2,page-B,True,False
G17,8,1,page7-107,1,0,page7-107,True,False
G17,8,1,page7-107,1,2,page5-63,False,False
G17,9,1,page9-46,1,0,page5-63,False,False
G17,9,1,page9-46,1,2,page5-63,False,False
G17,10,1,page3-35,1,0,page3-35,True,False
G17,10,1,page3-35,1,2,page3-35,True,False
G17,11,1,page5-28,1,0,page3-193,False,False
G17,11,1,page5-28,1,2,page3-121,False,False
G17,12,2,page3-35,2,0,page3-35,True,False
G17,12,2,page3-35,2,1,page3-35,True,False
G17,13,2,page7-107,2,0,page7-107,True,False
G17,13,2,page7-107,2,1,page4-15,False,False
G17,14,2,page7-255,2,0,page7-255,True,False
G17,14,2,page7-255,2,1,page7-255,True,False
G17,15,2,page9-46,2,0,page9-46,True,False
G17,15,2,page9-46,2,1,page9-46,True,False
G17,16,2,page5-28,2,0,page5-28,True,False
G17,16,2,page5-28,2,1,page3-121,False,False
G17,17,2,page-B,2,0,page-B,True,False
G17,17,2,page-B,2,1,page7-107,False,False
G17,18,3,page7-255,0,1,page4-157,False,False
G17,18,3,page7-255,0,2,page4-15,False,False
G17,19,3,page9-46,0,1,page5-63,False,False
G17,19,3,page9-46,0,2,page7-26,False,False
G17,20,3,page-B,0,1,page9-7,False,False
G17,20,3,page-B,0,2,page-B,True,False
G17,21,3,page5-28,0,1,page5-28,True,False
G17,21,3,page5-28,0,2,page5-28,True,False
G17,22,3,page7-107,0,1,page5-63,False,False
G17,22,3,page7-107,0,2,page7-107,True,False
G17,23,3,page3-35,0,1,page3-35,True,False
G17,23,3,page3-35,0,2,page3-35,True,False
G17,24,4,page-B,1,0,page-B,True,False
G17,24,4,page-B,1,2,page-B,True,False
G17,25,4,page7-255,1,0,page7-255,True,False
G17,25,4,page7-255,1,2,page7-255,True,False
G17,26,4,page7-107,1,0,page7-107,True,False
G17,26,4,page7-107,1,2,page7-107,True,False
G17,27,4,page3-35,1,0,page3-35,True,False
G17,27,4,page3-35,1,2,page3-35,True,False
G17,28,4,page9-46,1,0,page5-142,False,False
G17,28,4,page9-46,1,2,page5-63,False,False
G17,29,4,page5-28,1,0,page9-7,False,False
G17,29,4,page5-28,1,2,page5-28,True,False
G17,30,5,page7-255,2,0,page7-26,False,False
G17,30,5,page7-255,2,1,page4-157,False,False
G17,31,5,page3-35,2,0,page3-35,True,False
G17,31,5,page3-35,2,1,page3-35,True,False
G17,32,5,page5-28,2,0,page3-121,False,False
G17,32,5,page5-28,2,1,page5-28,True,False
G17,33,5,page-B,2,0,page-B,True,False
G17,33,5,page-B,2,1,page9-7,False,False
G17,34,5,page7-107,2,0,page7-107,True,False
G17,34,5,page7-107,2,1,page7-107,True,False
G17,35,5,page9-46,2,0,page5-142,False,False
G17,35,5,page9-46,2,1,page9-46,True,False
G18,0,0,page-B,0,1,page9-46,False,False
G18,0,0,page-B,0,2,page4-157,False,False
G18,1,0,page7-107,0,1,page4-15,False,False
G18,1,0,page7-107,0,2,page3-35,False,False
G18,2,0,page9-46,0,1,page3-121,False,False
G18,2,0,page9-46,0,2,page5-142,False,False
G18,3,0,page5-28,0,1,page9-7,False,False
G18,3,0,page5-28,0,2,page-B,False,False
G18,4,0,page7-255,0,1,page-B,False,False
G18,4,0,page7-255,0,2,page3-193,False,False
G18,5,0,page3-35,0,1,page4-15,False,False
G18,5,0,page3-35,0,2,page5-63,False,False
G18,6,1,page9-46,1,0,page9-46,True,False
G18,6,1,page9-46,1,2,page7-26,False,False
G18,7,1,page5-28,1,0,page5-28,True,False
G18,7,1,page5-28,1,2,page4-157,False,False
G18,8,1,page-B,1,0,page5-63,False,False
G18,8,1,page-B,1,2,page4-157,False,False
G18,9,1,page3-35,1,0,page5-142,False,False
G18,9,1,page3-35,1,2,page5-63,False,False
G18,10,1,page7-255,1,0,page6-149,False,False
G18,10,1,page7-255,1,2,page5-64,False,False
G18,11,1,page7-107,1,0,page7-107,True,False
G18,11,1,page7-107,1,2,page7-107,True,False
G18,12,2,page5-28,2,0,page5-28,True,False
G18,12,2,page5-28,2,1,page5-28,True,False
G18,13,2,page9-46,2,0,page9-46,True,False
G18,13,2,page9-46,2,1,page9-46,True,False
G18,14,2,page7-107,2,0,page7-107,True,False
G18,14,2,page7-107,2,1,page7-107,True,False
G18,15,2,page-B,2,0,page-B,True,False
G18,15,2,page-B,2,1,page-B,True,False
G18,16,2,page7-255,2,0,page7-26,False,False
G18,16,2,page7-255,2,1,page7-255,True,False
G18,17,2,page3-35,2,0,page3-35,True,False
G18,17,2,page3-35,2,1,page5-64,False,False
G18,18,3,page7-255,0,1,page7-255,True,False
G18,18,3,page7-255,0,2,page7-255,True,False
G18,19,3,page9-46,0,1,page9-46,True,False
G18,19,3,page9-46,0,2,page9-46,True,False
G18,20,3,page3-35,0,1,page3-35,True,False
G18,20,3,page3-35,0,2,page3-35,True,False
G18,21,3,page7-107,0,1,page7-107,True,False
G18,21,3,page7-107,0,2,page9-7,False,False
G18,22,3,page5-28,0,1,page5-28,True,False
G18,22,3,page5-28,0,2,page5-28,True,False
G18,23,3,page-B,0,1,page-B,True,False
G18,23,3,page-B,0,2,page-B,True,False
G18,24,4,page7-255,1,0,page7-255,True,False
G18,24,4,page7-255,1,2,page4-157,False,False
G18,25,4,page-B,1,0,page-B,True,False
G18,25,4,page-B,1,2,page-B,True,False
G18,26,4,page7-107,1,0,page7-107,True,False
G18,26,4,page7-107,1,2,page7-107,True,False
G18,27,4,page5-28,1,0,page9-46,False,False
G18,27,4,page5-28,1,2,page5-28,True,False
G18,28,4,page9-46,1,0,page9-46,True,False
G18,28,4,page9-46,1,2,page3-121,False,False
G18,29,4,page3-35,1,0,page3-35,True,False
G18,29,4,page3-35,1,2,page9-7,False,False
G18,30,5,page5-28,2,0,page3-193,False,False
G18,30,5,page5-28,2,1,page4-15,False,False
G18,31,5,page9-46,2,0,page3-193,False,False
G18,31,5,page9-46,2,1,page9-46,True,False
G18,32,5,page3-35,2,0,page3-35,True,False
G18,32,5,page3-35,2,1,page3-35,True,False
G18,33,5,page-B,2,0,page-B,True,False
G18,33,5,page-B,2,1,page-B,True,False
G18,34,5,page7-255,2,0,page7-255,True,False
G18,34,5,page7-255,2,1,page7-255,True,False
G18,35,5,page7-107,2,0,page3-193,False,False
G18,35,5,page7-107,2,1,page7-107,True,False
G19,0,0,page5-28,0,1,page5-142,False,False
G19,0,0,page5-28,0,2,page5-64,False,False
G19,1,0,page9-46,0,1,page9-46,True,False
G19,1,0,page9-46,0,2,page4-157,False,False
G19,2,0,page3-35,0,1,page7-107,False,False
G19,2,0,page3-35,0,2,page7-255,False,False
G19,3,0,page-B,0,1,page5-64,False,False
G19,3,0,page-B,0,2,page4-15,False,False
G19,4,0,page7-255,0,1,page7-255,True,False
G19,4,0,page7-255,0,2,page7-107,False,False
G19,5,0,page7-107,0,1,page9-7,False,False
G19,5,0,page7-107,0,2,page7-26,False,False
G19,6,1,page5-28,1,0,page6-149,False,False
G19,6,1,page5-28,1,2,page3-121,False,False
G19,7,1,page3-35,1,0,page3-35,True,False
G19,7,1,page3-35,1,2,page3-121,False,False
G19,8,1,page-B,1,0,page3-121,False,False
G19,8,1,page-B,1,2,page-B,True,False
G19,9,1,page9-46,1,0,page4-157,False,False
G19,9,1,page9-46,1,2,page5-142,False,False
G19,10,1,page7-107,1,0,page7-107,True,False
G19,10,1,page7-107,1,2,page7-107,True,False
G19,11,1,page7-255,1,0,page5-63,False,False
G19,11,1,page7-255,1,2,page7-255,True,False
G19,12,2,page9-46,2,0,page9-46,True,False
G19,12,2,page9-46,2,1,page9-46,True,False
G19,13,2,page-B,2,0,page-B,True,False
G19,13,2,page-B,2,1,page-B,True,False
G19,14,2,page3-35,2,0,page3-35,True,False
G19,14,2,page3-35,2,1,page3-35,True,False
G19,15,2,page7-107,2,0,page7-107,True,False
G19,15,2,page7-107,2,1,page7-107,True,False
G19,16,2,page7-255,2,0,page9-7,False,False
G19,16,2,page7-255,2,1,page4-15,False,False
G19,17,2,page5-28,2,0,page5-28,True,False
G19,17,2,page5-28,2,1,page4-157,False,False
G19,18,3,page7-107,0,1,page7-107,True,False
G19,18,3,page7-107,0,2,page3-121,False,False
G19,19,3,page9-46,0,1,page5-64,False,False
G19,19,3,page9-46,0,2,page9-46,True,False
G19,20,3,page7-255,0,1,page7-255,True,False
G19,20,3,page7-255,0,2,page7-255,True,False
G19,21,3,page-B,0,1,page-B,True,False
G19,21,3,page-B,0,2,page4-15,False,False
G19,22,3,page5-28,0,1,page5-28,True,False
G19,22,3,page5-28,0,2,page5-28,True,False
G19,23,3,page3-35,0,1,page3-35,True,False
G19,23,3,page3-35,0,2,page5-63,False,False
G19,24,4,page9-46,1,0,page9-46,True,False
G19,24,4,page9-46,1,2,page9-46,True,False
G19,25,4,page-B,1,0,page-B,True,False
G19,25,4,page-B,1,2,page-B,True,False
G19,26,4,page7-255,1,0,page7-255,True,False
G19,26,4,page7-255,1,2,page7-255,True,False
G19,27,4,page3-35,1,0,page3-35,True,False
G19,27,4,page3-35,1,2,page3-35,True,False
G19,28,4,page7-107,1,0,page3-193,False,False
G19,28,4,page7-107,1,2,page7-107,True,False
G19,29,4,page5-28,1,0,page5-28,True,False
G19,29,4,page5-28,1,2,page5-28,True,False
G19,30,5,page5-28,2,0,page5-142,False,False
G19,30,5,page5-28,2,1,page5-142,False,False
G19,31,5,page9-46,2,0,page5-64,False,False
G19,31,5,page9-46,2,1,page9-46,True,False
G19,32,5,page-B,2,0,page-B,True,False
G19,32,5,page-B,2,1,page5-64,False,False
G19,33,5,page3-35,2,0,page3-35,True,False
G19,33,5,page3-35,2,1,page3-35,True,False
G19,34,5,page7-107,2,0,page7-107,True,False
G19,34,5,page7-107,2,1,page7-107,True,False
G19,35,5,page7-255,2,0,page7-255,True,False
G19,35,5,page7-255,2,1,page7-255,True,False
G20,0,0,page7-107,0,1,page9-46,False,False
G20,0,0,page7-107,0,2,page5-142,False,False
G20,1,0,page5-28,0,1,page3-35,False,False
G20,1,0,page5-28,0,2,page9-7,False,False
G20,2,0,page-B,0,1,page5-64,False,False
G20,2,0,page-B,0,2,page4-15,False,False
G20,3,0,page9-46,0,1,page5-142,False,False
G20,3,0,page9-46,0,2,page7-255,False,False
G20,4,0,page7-255,0,1,page4-157,False,False
G20,4,0,page7-255,0,2,page7-107,False,False
G20,5,0,page3-35,0,1,page5-64,False,False
G20,5,0,page3-35,0,2,page4-15,False,False
G20,6,1,page7-107,1,0,page5-142,False,False
G20,6,1,page7-107,1,2,page7-26,False,False
G20,7,1,page3-35,1,0,page5-64,False,False
G20,7,1,page3-35,1,2,page3-121,False,False
G20,8,1,page5-28,1,0,page5-142,False,False
G20,8,1,page5-28,1,2,page5-28,True,False
G20,9,1,page7-255,1,0,page4-157,False,False
G20,9,1,page7-255,1,2,page5-64,False,False
G20,10,1,page-B,1,0,page5-64,False,False
G20,10,1,page-B,1,2,page5-63,False,False
G20,11,1,page9-46,1,0,page5-142,False,False
G20,11,1,page9-46,1,2,page9-46,True,False
G20,12,2,page3-35,2,0,page3-35,True,False
G20,12,2,page3-35,2,1,page5-63,False,False
G20,13,2,page9-46,2,0,page9-46,True,False
G20,13,2,page9-46,2,1,page9-46,True,False
G20,14,2,page7-255,2,0,page7-255,True,False
G20,14,2,page7-255,2,1,page7-255,True,False
G20,15,2,page5-28,2,0,page5-28,True,False
G20,15,2,page5-28,2,1,page5-28,True,False
G20,16,2,page-B,2,0,page5-64,False,False
G20,16,2,page-B,2,1,page3-121,False,False
G20,17,2,page7-107,2,0,page6-149,False,False
G20,17,2,page7-107,2,1,page7-107,True,False
G20,18,3,page7-107,0,1,page7-107,True,False
G20,18,3,page7-107,0,2,page3-193,False,False
G20,19,3,page-B,0,1,page5-64,False,False
G20,19,3,page-B,0,2,page5-63,False,False
G20,20,3,page7-255,0,1,page7-255,True,False
G20,20,3,page7-255,0,2,page7-255,True,False
G20,21,3,page5-28,0,1,page5-28,True,False
G20,21,3,page5-28,0,2,page3-193,False,False
G20,22,3,page9-46,0,1,page9-46,True,False
G20,22,3,page9-46,0,2,page9-46,True,False
G20,23,3,page3-35,0,1,page5-63,False,False
G20,23,3,page3-35,0,2,page4-15,False,False
G20,24,4,page7-255,1,0,page7-255,True,False
G20,24,4,page7-255,1,2,page7-255,True,False
G20,25,4,page-B,1,0,page5-63,False,False
G20,25,4,page-B,1,2,page3-193,False,False
G20,26,4,page9-46,1,0,page5-142,False,False
G20,26,4,page9-46,1,2,page9-46,True,False
G20,27,4,page5-28,1,0,page5-28,True,False
G20,27,4,page5-28,1,2,page5-28,True,False
G20,28,4,page7-107,1,0,page6-149,False,False
G20,28,4,page7-107,1,2,page7-107,True,False
G20,29,4,page3-35,1,0,page3-35,True,False
G20,29,4,page3-35,1,2,page3-35,True,False
G20,30,5,page9-46,2,0,page7-26,False,False
G20,30,5,page9-46,2,1,page9-46,True,False
G20,31,5,page3-35,2,0,page3-35,True,False
G20,31,5,page3-35,2,1,page3-35,True,False
G20,32,5,page7-107,2,0,page7-107,True,False
G20,32,5,page7-107,2,1,page7-107,True,False
G20,33,5,page-B,2,0,page5-64,False,False
G20,33,5,page-B,2,1,page5-63,False,False
G20,34,5,page5-28,2,0,page5-28,True,False
G20,34,5,page5-28,2,1,page5-28,True,False
G20,35,5,page7-255,2,0,page7-255,True,False
G20,35,5,page7-255,2,1,page7-255,True,False
